"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
4.89652e-01,7.24294e-01,5.59254e-18,4.32790e+01,5.81701e+00,8.36030e-01,1.00000e+00
3.04340e-01,5.45801e-01,4.80726e-17,3.45093e+01,6.91842e+00,8.19147e-01,1.00000e+00
4.39710e-01,4.34186e-01,6.55559e-17,3.37458e+01,9.11841e+00,8.19147e-01,1.00000e+00
5.93798e-01,5.69272e-01,-1.32174e-18,2.27335e+01,1.79184e+01,8.19147e-01,1.00000e+00
4.84237e-01,4.69945e-01,2.56554e-18,4.76674e+00,2.01170e+01,8.36030e-01,1.00000e+00
3.43645e-01,5.03536e-01,-2.49911e-17,1.81933e+01,1.68184e+01,8.19147e-01,1.00000e+00
4.32754e-01,5.84261e-01,-1.17141e-17,1.29869e+01,1.90170e+01,8.36030e-01,1.00000e+00
3.17245e+00,8.16424e-01,1.87046e-18,2.58572e+01,1.62230e+01,1.43299e+00,1.00000e+00
2.80877e+00,4.49271e-01,1.57373e-18,3.81590e+01,8.52297e+00,1.43299e+00,1.00000e+00
2.85699e+00,6.11654e-01,3.51442e-18,3.53197e+01,1.07230e+01,1.43299e+00,1.00000e+00
4.03605e+00,-4.93020e-01,1.45469e-19,2.65119e+01,1.29230e+01,1.43299e+00,1.00000e+00
3.12072e+00,-7.23060e-01,-2.46434e-18,3.90736e+01,4.12297e+00,1.43299e+00,1.00000e+00
4.11996e+00,1.48891e-01,1.34663e-18,3.47076e+01,1.07645e+01,1.85550e+00,1.00000e+00
4.23773e+00,1.63662e-01,-3.53124e-18,2.53052e+01,1.62645e+01,1.85550e+00,1.00000e+00
4.88849e+00,-1.03539e-01,2.71460e-18,2.71689e+01,1.29645e+01,1.85550e+00,1.00000e+00
3.72199e+00,8.99391e-02,-1.75347e-18,3.77597e+01,8.56454e+00,1.85550e+00,1.00000e+00
3.93191e+00,-1.49305e-01,7.32357e-18,3.97927e+01,4.16454e+00,1.85550e+00,1.00000e+00
2.71766e+00,-1.85250e-01,-5.80674e-18,2.89111e+01,1.51226e+01,1.43403e+00,1.00000e+00
2.84487e+00,3.11948e-01,-2.75675e-18,3.88854e+01,3.02259e+00,1.43403e+00,1.00000e+00
4.71350e+00,-6.03453e-02,-2.19129e-18,2.07555e+01,1.73647e+01,1.85762e+00,1.00000e+00
3.17533e+00,-4.63834e-02,-3.53477e-18,4.21123e+01,5.26475e+00,1.85762e+00,1.00000e+00
4.75658e+00,1.17595e-01,1.43638e-18,1.80222e+01,1.84648e+01,1.85762e+00,1.00000e+00
